hanzi,pinyin,english,page
见义勇为,jiànyìyǒngwéi,to do boldly what is right; to act couragously for a just cause,68
见证,jiànzhèng,v. to witness; n. witness,68
间谍,jiàndié,spy,68
间断,jiànduàn,to be intermittent; to be interrupted,69
间隔,jiàngé,v. to leave a gap; n. interval,69
间隙,jiànxì,gap,69
建交,jiànjiāo,to build diplomatic relations,69
建树,jiànshù,v. to contribute; n. contribution,69
建筑师,jiànzhùshī,architect,69
建筑物,jiànzhùwù,building,69
贱,jiàn,cheap,69
健美,jiànměi,n. workout; adj. fit,69
健壮,jiànzhuàng,robust,69
溅,jiàn,to splash,69
鉴别,jiànbié,to differentiate; to distinguish,69
鉴赏,jiànshǎng,to appreciate,69
鉴于,jiànyú,in view of,69
姜,jiāng,ginger,69
僵,jiāng,stiff,69
僵化,jiānghuà,to become rigid,69
僵局,jiāngjú,deadlock,69
讲解,jiǎngjiě,to explain,69
讲述,jiǎngshù,to narrate; to give an account of,69
讲学,jiǎngxué,to give a lecture,69
奖杯,jiǎngbēi,cup (as in World Cup),69
奖牌,jiǎngpái,medal,69
奖品,jiǎngpǐn,prize,69
奖项,jiǎngxiàng,award,69
降临,jiànglín,to befall; to arrive,69
交叉,jiāochā,to cross,69
交锋,jiāofēng,to confront; to clash,69
交付,jiāofù,to deliver; to consign,69
交集,jiāojí,(of feelings) to be mixed; to occur simultaneously,69
交接,jiāojiē,to associate with; to take over from,70
交界,jiāojiè,to have a common border,70
交纳,jiāonà,to pay (taxes or dues),70
交情,jiāoqing,friendship,70
交涉,jiāoshè,to negotiate,70
交谈,jiāotán,to chat,70
交替,jiāotì,to alternate,70
交头接耳,jiāotóujiē'ěr,whisper into each other's ears,70
交响乐,jiāoxiǎngyuè,symphony,70
郊外,jiāowài,suburbs; outskirts,70
郊游,jiāoyóu,to make an outing; to go on an excursion,70
浇,jiāo,to pour,70
娇惯,jiāoguàn,to pamper; to coddle,70
娇气,jiāo∙qì,fragile; squeamish,70
胶囊,jiāonáng,capsule,70
胶片,jiāopiàn,(a roll of) film,70
焦,jiāo,anxious,70
焦急,jiāojí,anxious; worried,70
焦距,jiāojù,focal length,70
焦虑,jiāolǜ,anxious; troubled,70
焦躁,jiāozào,restless with anxiety,70
礁石,jiāoshí,reef,70
嚼,jiáo,to chew,70
角落,jiǎoluò,corner,70
狡猾,jiǎohuá,cunning,70
绞,jiǎo,to twist,70
矫正,jiǎozhèng,to correct,70
搅,jiǎo,to stir,70
搅拌,jiǎobàn,to stir,70
缴,jiǎo,to pay,70
缴费,jiǎofèi,to pay fees,71
缴纳,jiǎonà,to pay,71
叫板,jiàobǎn,to challenge; to defy,71
叫好,jiàohǎo,to applaud,71
轿车,jiàochē,car,71
较劲,jiàojìn,to compete; to match strength with,71
较量,jiàoliàng,to have a contest,71
教科书,jiàokēshū,textbook,71
教条,jiàotiáo,n. dogma; adj. dogmatic,71
教养,jiàoyǎng,v. to educate; n. education,71
阶层,jiēcéng,social class,71
阶级,jiējí,social class,71
阶梯,jiētī,ladder,71
皆,jiē,all,71
结,jiē,to knot,71
结果,jiēguǒ,result,71
接班,jiēbān,to take over from somebody; to succeed,71
接班人,jiēbānrén,successor,71
接二连三,jiē'èrliánsān,one after another,71
接轨,jiēguǐ,to integrate into something; to be in step with,71
接济,jiējì,to give financial help to,71
接见,jiējiàn,to receive (a guest),71
接力,jiēlì,to relay,71
接纳,jiēnà,to accept (into an organization),71
接手,jiēshǒu,to take over (duties),71
接送,jiēsòng,to pick up and drop off,71
接替,jiētì,to take over (a post),71
接听,jiētīng,to answer (the phone),71
接通,jiētōng,to connect,71
揭发,jiēfā,to expose,71
揭露,jiēlù,to expose,72
揭示,jiēshì,to reveal,72
揭晓,jiēxiǎo,to make known,72
节俭,jiéjiǎn,frugal,72
节气,jié∙qì,solar terms,72
节水,jiéshuǐ,watersaving,72
节衣缩食,jiéyīsuōshí,to live frugally,72
劫,jié,to rob; to plunder,72
劫持,jiéchí,to hijack,72
洁净,jiéjìng,clean,72
结冰,jiébīng,to freeze,72
结晶,jiéjīng,crystallization,72
结局,jiéjú,ending,72
结识,jiéshí,to get acquainted with,72
结尾,jiéwěi,v. to end; n. ending,72
截,jié,v. to cut; measure word for length,72
截然不同,jiéránbùtóng,completely different,72
竭尽全力,jiéjìnquánlì,to do your best,72
竭力,jiélì,to do one's utmost,72
解答,jiědá,to answer,72
解读,jiědú,to interpret; to decode,72
解雇,jiěgù,to dismiss; to fire,72
解救,jiějiù,to rescue,72
解剖,jiěpōu,to dissect,72
解散,jiěsàn,to dissolve; to disband,72
解体,jiětǐ,to disintegrate; to decompose,72
解脱,jiětuō,to untie; to extricate oneself,72
解围,jiěwéi,to force an enemy to raise a siege,72
解析,jiěxī,to analyze,72
介入,jièrù,to intervene,72
介意,jièyì,to mind; to object,73
介于,jièyú,to be in between,73
戒备,jièbèi,to be on the alert,73
戒烟,jiè yān,to quit smoking,73
戒指,Jièzhi,ring,73
届时,jièshí,when the time comes,73
界定,jièdìng,to define,73
界限,jièxiàn,limit,73
界线,jièxiàn,boundary,73
借口,jièkǒu,v. to excuse; n. excuse,73
借条,jiètiáo,reciept for a loan,73
借用,jièyòng,to borrow,73
借助,jièzhù,to draw support from,73
金属,jīnshǔ,metal,73
金子,jīnzi,gold,73
金字塔,jīnzìtǎ,pyramid,73
津津有味,jīnjīnyǒuwèi,with relish,73
津贴,jīntiē,allowance; financial aid,73
筋,jīn,tendon,73
禁不住,jīnbuzhù,can't help (doing); unable to bear,73
仅次于,jǐn cì yú,second only to,73
尽,jǐn,v. to exhaust; adv. fully,73
尽早,jǐnzǎo,as soon as possible,73
紧凑,jǐncòu,compact,73
紧接着,jǐn jiēzhē,immediately afterwards,73
紧迫,jǐnpò,urgent,73
紧缺,jǐnquē,in short supply; badly needed,73
紧缩,jǐnsuō,to tighten,73
锦旗,jǐnqí,brocade flag; silk banner,73
谨慎,jǐnshèn,cautious,73
尽情,jìnqíng,to one's heart's content,74
尽头,jìntóu,end,74
进场,jìnchǎng,to enter the arena,74
进程,jìnchéng,process; course,74
进出,jìnchū,to go in or out,74
进出口,jìnchūkǒu,import and export,74
进度,jìndù,rate of progress; schedule,74
进而,jìn'ér,and then,74
进修,jìnxiū,to undertake advanced studies,74
近年来,jìnnián lái,in recent years,74
劲头,jìntóu,strength,74
晋升,jìnshēng,to promote,74
浸泡,jìnpào,to soak,74
禁忌,jìnjì,n. taboo; v. to taboo,74
禁区,jìnqū,restricted area,74
茎,jīng,stem,74
经,jīng,to go through; to endure,74
经度,jīngdù,longitude,74
经久不息,jīngjiǔbùxī,prolonged,74
经贸,jīngmào,economy and trade,74
经商,jīngshāng,to be in business,74
经受,jīngshòu,to undergo (hardship); to endure,74
荆棘,jīngjí,thorns; thistles,74
惊,jīng,to shock,74
惊诧,jīngchà,surprised,74
惊慌,jīnghuāng,alarmed,74
惊慌失措,jīnghuāngshīcuò,frightened out of one's wits,74
惊奇,jīngqí,amazed,74
惊叹,jīngtàn,to marvel at,74
惊天动地,jīngtiāndòngdì,shocking,74
惊险,jīngxiǎn,thrilling; daring,75
惊心动魄,jīngxīndòngpò,soul-stirring,75
惊醒,jīngxǐng,to wake up with a start,75
惊讶,jīngyà,surprised,75
晶莹,jīngyíng,crystal clear,75
兢兢业业,jīngjīngyèyè,dedicated,75
精打细算,jīngdǎxìsuàn,careful calculation and strict budgeting,75
精华,jīnghuá,essence,75
精简,jīngjiǎn,to streamline,75
精练,jīngliàn,concise,75
精妙,jīngmiào,exquisite,75
精明,jīngmíng,shrewd,75
精疲力竭,jīngpílìjié,exhausted,75
精确,jīngquè,accurate,75
精神病,jīngshénbìng,mental illness,75
精髓,jīngsuǐ,essence,75
精通,jīngtōng,to be proficient in,75
精细,jīngxì,fine; meticulous,75
精心,jīngxīn,elaborate,75
精益求精,jīngyìqiújīng,to be constantly improving,75
精英,jīngyīng,elite,75
精致,jīngzhì,exquisite,75
颈部,jǐngbù,neck,75
景观,jǐngguān,landscape,75
景区,jǐngqū,scenic area,75
警车,jǐngchē,police car,75
警官,jǐngguān,police officer,75
警惕,jǐngtì,to be on guard against,75
警钟,jǐngzhōng,alarm bell,75
净化,jìnghuà,to purify,75
竞技,jìngjì,to compete in sports,76
竞相,jingxiāng,competitively,76
竞选,jìngxuǎn,to campaign (for office),76
竟,jìng,actually; unexpectedly,76
竟敢,jìnggǎn,to dare to,76
敬,jìng,to respect,76
敬爱,jìng'ài,to love and respect,76
敬而远之,jìng'éryuǎnzhī,to keep a respectful distance from someone,76
敬酒,jìngjiǔ,to toast,76
敬礼,jìnglǐ,to salute,76
敬佩,jìngpèi,to admire,76
敬请,jìngqǐng,to invite respectfully,76
敬业,jìngyè,to dedicate oneself to work or study,76
敬意,jìngyì,respect,76
敬重,jìngzhòng,to respect deeply,76
静止,jìngzhǐ,to stay still,76
境地,jìngdì,situation; circumstances,76
境界,jìngjiè,realm,76
境内,jìngnèi,domestic; area inside the borders,76
境外,jìngwài,abroad; area outside the borders,76
境遇,jìngyù,situation; one's lot,76
窘迫,jiǒngpò,embarrassed; hard-pressed; very poor,76
纠缠,jiūchán,to entangle,76
揪,jiū,to hold tight,76
久违,jiǔwéi,to have not seen for a long time,76
久仰,jiǔyǎng,It's an honor to meet you at last!,76
酒精,jiǔjīng,alcohol,76
酒楼,jiǔlóu,restaurant,76
救护车,jiùhùchē,ambulance,76
救济,jiùjì,to relieve the distress of,76
救治,jiùzhì,to treat,77
就餐,jiùcān,to have a meal,77
就地,jiùdì,on the spot,77
就读,jiùdú,to attend school,77
就近,jiùjìn,nearby,77
就任,jiùrèn,take office,77
就医,jiùyī,to seek medical treatment,77
就诊,jiùzhěn,clinic,77
就职,jiùzhí,to take office,77
就座,jiùzuò,to take a seat,77
舅舅,jiùjiu,uncle,77
拘留,jūliú,to detain,77
拘束,jūshù,v. to restrain; adj. constrained,77
居高临下,jūgāolínxià,to occupy a commanding position,77
居民楼,jūmínlóu,residential building,77
鞠躬,jūgōng,to bow,77
局部,júbù,part,77
局势,júshì,situation,77
局限,júxiàn,to limit,77
菊花,júhuā,chrysanthemum,77
橘子,júzi,tangerine,77
沮丧,jǔsàng,dejected,77
举报,jǔbào,to report,77
举措,jǔcuò,measure; act,77
举例,jǔlì,to give an example,77
举世闻n,jǔshìwénmíng,world famous,77
举世无双,jǔshìwúshuāng,unparalleled,77
举世瞩目,jǔshìzhǔmù,attract worldwide attention,77
举一反三,jǔyīfǎnsān,to learn by analogy,77
举止,jǔzhǐ,manner; bearing,77
举重,jǔzhòng,weightlifting,78
巨额,jù'é,of a huge amount,78
巨人,jùrén,giant,78
巨头,jùtóu,magnate; tycoon,78
巨星,jùxīng,superstar,78
巨型,jùxíng,giant,78
剧烈,jùliè,severe,78
剧目,jùmù,repertoire,78
剧情,jùqíng,plot of a play,78
剧团,jùtuán,troupe,78
剧院,jùyuàn,theater,78
剧组,jùzǔ,cast and crew,78
据此,jùcǐ,according to this,78
据悉,jùxī,it is reported that,78
距,jù,distance from,78
锯,jù,n. saw; v. to cut with a saw,78
聚集,jùjí,to gather,78
聚精会神,jùjīnghuìshén,to concentrate one's attention,78
捐献,juānxiàn,to donate,78
卷入,juǎnrù,to involve,78
卷子,juànzi,examination paper,78
圈,juàn,pen; lock up,78
决议,juéyì,resolution,78
诀别,juébié,to bid farewell,78
诀窍,juéqiào,secret of success; tricks of the trade,78
角逐,juézhú,to contend; to tussle with,78
觉醒,juéxǐng,to become fully aware of,78
绝技,juéjì,stunt; supreme feat,78
绝缘,juéyuán,to cut all ties with,78
绝招,juézhāo,unique skill,78
倔强,juéjiàng,stubborn,79
崛起,juéqǐ,to rise abruptly; to suddenly appear on the horizon,79
爵士,juéshì,jazz,79
倔,juè,stubborn; surly,79
军官,jūnguān,officer,79
均衡,jūnhéng,balanced,79
均匀,jūnyún,even,79
君子,jūnzǐ,gentleman,79
俊,jùn,hansome,79
俊俏,jùnqiào,pretty and charming,79
骏马,jùnmǎ,steed,79
竣工,jùngōng,to complete (a project),79
卡车,kǎchē,truck,79
卡片,kǎpiàn,card,79
卡通,kǎtōng,cartoon,79
开办,kāibàn,"to start (a factory, school, etc.); to launch",79
开采,kāicǎi,to mine,79
开场,kāichǎng,to start (a performance),79
开场白,kāichǎngbái,opening remark,79
开除,kāichú,to dismiss,79
开v,kāidòng,to start up,79
开发区,kāifāqū,development zone,79
开发商,kāifāshāng,developer,79
开工,kāigōng,to go into operation,79
开垦,kāikěn,to reclaim,79
开口,kāikǒu,to open one's mouth; to start to talk,79
开阔,kāikuò,adj. open; v. to broaden,79
开朗,kāilǎng,cheerful,79
开辟,kāipì,to open up; to pioneer,79
开启,kāiqǐ,to open; to initiate; to launch,80
开枪,kāi qiāng,to fire with a gun; to shoot,80
开天辟地,kāitiānpìdì,to open the sky and divide the earth; reference to the Chinese creation myth,80
开拓,kāituò,to open up; to exploit,80
开销,kāi∙xiāo,v. to pay expeneses; n. overhead costs,80
开张,kāizhāng,to open a business,80
开支,kāizhī,expenditure,80
凯歌,kǎigē,a triumphant song,80
楷模,kǎimó,model; paragon,80
刊登,kāndēng,to publish (in a newspaper or magazine),80
刊物,kānwù,periodical; publication,80
看护,kānhù,v. to care; n. hospital nurse,80
勘探,kāntàn,to explore,80
堪称,kānchēng,can be said to be,80
侃大山,kǎn dàshān,to chat idly; to gossip,80
砍,kǎn,to cut,80
看得出,kàndechū,be able to see,80
看热闹,kàn rènao,to watch the excitement,80
看似,kànsì,to seem,80
看台,kàntái,stands; bleachers,80
看样子,kàn yàngzi,to seem,80
看中,kànzhòng,to take a liking to; to have a preference for,80
看重,kànzhòng,to value; to regard as important,80
慷慨,kāngkǎi,generous; vehement,80
扛,káng,to carry on the shoulder,80
抗衡,kànghéng,to contend,80
抗拒,kàngjù,to resist,80
抗生素,kàngshēngsù,antibiotic,80
抗争,kàngzhēng,to fight against; to take a stand against,80
考量,kǎo∙liáng,to take something into consideration,81
烤,kǎo,to bake,81
靠拢,kàolǒng,to draw close,81
苛刻,kēkè,harsh,81
科幻,kēhuàn,science fiction,81
科目,kēmù,suject,81
科普,kēpǔ,popular science,81
磕,kē,to knock against,81
壳,ké,shell,81
咳嗽,késou,to cough,81
可悲,kěbēi,sad,81
可不是,kěbú∙shi,Exactly!; That's just the way it is,81
可乘之机,kěchéngzhījī,opportunity to exploit,81
可耻,kěchǐ,shameful,81
可歌可泣,kěgēkěqì,inspiring and tragic,81
可观,kěguān,objective; considerable,81
可贵,kěguì,valuable,81
可口,kěkǒu,tasty,81
可谓,kēwèi,can be described as,81
可恶,kěwù,hateful,81
可想而知,kěxiǎng'érzhī,it can be imagined,81
可笑,kēxiào,ridiculous,81
可信,kěxìn,credible,81
可行,kěxíng,feasible,81
可疑,kěyí,suspicious,81
克隆,kèlóng,to clone,81
克制,kèzhì,to restrain,81
刻苦,kèkǔ,hard-working,81
刻意,kèyì,deliberately; meticulously,81
刻舟求剑,kèzhōuqiújiàn,to mark the boat to find the sword; to take measures without regard to changes in circumstance,82
客房,kèfáng,guest room,82
客机,kèjī,airliner; passenger plane,82
客流,kèliú,passenger flow,82
客运,kèyùn,passenger transport,82
恳求,kěnqiú,to plead; to implore,82
啃,kěn,to bite,82
坑,kēng,v. to cheat; n. pit,82
空荡荡,kōngdàngdàng,empty,82
空难,kōngnàn,air crash,82
空前,kōngqián,unprecedented,82
空想,kōngxiǎng,v. to fantasize; n. fantasy,82
空虚,kōngxū,empty,82
恐怖,kǒngbù,fearful,82
恐吓,kǒnghè,to intimidate,82
恐慌,kǒnghuāng,panicky,82
恐惧,kǒngjù,afraid,82
恐龙,kǒnglóng,dinosaur,82
空白,kòngbái,blank,82
空地,kòngdì,space,82
空隙,kòngxì,gap; void,82
控告,kònggào,to accuse,82
抠,kōu,v. to cut; to carve; to dig out; adj. stingy,82
口碑,kǒubēi,public praise,82
口才,kǒucái,eloquence,82
口吃,kǒuchī,to stutter,82
口感,kǒugǎn,taste; texture of food,82
口径,kǒujìng,caliber,82
口令,kǒulìng,password,82
口气,kǒu∙qì,tone; manner of speaking,83
口腔,kǒuqiāng,oral cavity,83
口哨,kǒushào,whistle,83
口水,kǒushuǐ,saliva,83
口头,kǒutóu,n. in speech; adj. oral,83
口味,kǒuwèi,taste,83
口香糖,kǒuxiāngtáng,chewing gum,83
口音,kǒuyīn,accent,83
口罩,kǒuzhào,face mask,83
口子,kǒuzi,opening,83
扣除,kòuchú,to deduct,83
扣留,kòuliú,to detain,83
扣人心弦,kòurénxīnxián,exciting; breathtaking,83
扣押,kòuyā,to seize,83
枯燥,kūzào,dull,83
哭泣,kūqì,to cry,83
哭笑不得,kūxiàobùdé,to not know whether to laugh or cry,83
窟隆,kūlong,hole; cavity,83
苦力,kǔlì,hard work; coolie (pejorative term for unskilled Chinese laborers in colonial times),83
苦练,kǔ liàn,to practise hard,83
苦难,kǔnàn,suffering,83
苦恼,kǔnǎo,distressed; vexed,83
苦笑,kǔxiào,to have a wry smile; to force a smile,83
苦心,kǔxīn,n. painstaking effort; adv. with great pains,83
酷似,kùsì,to look exactly like; to be the very image of,83
夸,kuā,to boast,83
夸大,kuādà,to exaggerate,83
夸奖,kuājiǎng,to praise,83
夸夸其谈,kuākuāqítán,to exaggerate; bombastic,83
夸耀,kuāyào,to brag about; to show off,84
夸张,kuāzhāng,adj. exaggerated; n. exaggeration,84
垮,kuǎ,to collapse,84
挎,kuà,"to carry on the arm, over one's shoulder, around one's neck, or at one's side",84
跨国,kuàguó,to be transnational,84
跨越,kuàyuè,to span,84
快捷,kuàijié,fast; nimble,84
宽敞,kuānchāng,spacious,84
宽泛,kuānfàn,(of meaning) wide in range,84
宽厚,kuānhòu,tolerant; generous,84
宽容,kuānróng,to tolerate; to bear with,84
